srcip,sport,dstip,dport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,attack_cat,label
79,16891,64,233,icmp,FIN,38.43014905635428,143,1413,225,150,6,0,http,7.74916165296978,3.579113590218027,38,35,285,18280,12351,743,0.6680992588648512,0.750780968063078,0.6322097817665312,DoS,1
116,41599,11,672,udp,CON,28.850202124274492,1496,1291,244,201,2,5,dns,8.285409068584066,9.674565511276768,88,25,581,65211,86205,562,0.395293258080912,0.5308290264887975,0.6516999124642773,DoS,0
20,13621,165,510,udp,INT,85.93892248851336,1041,1768,86,194,7,5,dns,2.7273033063351484,4.193804602621334,24,47,440,40200,253,360,0.265555981856325,0.21807585197150803,0.5366515049245598,Backdoor,1
77,10513,207,993,tcp,FIN,16.975359247573508,1587,1126,201,237,6,9,smtp,7.21275133616603,9.91543844920187,16,40,591,27990,5351,436,0.3722383319941852,0.49420368575905493,0.36013612524825767,Backdoor,1
249,52501,135,873,icmp,INT,0.5366409726312749,1285,1263,225,111,0,2,ssh,5.472692453837676,9.650320212244772,54,63,985,35356,44756,423,0.8602771701646449,0.1226765362954656,0.39783404216103724,Backdoor,1
252,8649,231,242,udp,FIN,10.817075122973863,1632,895,109,133,1,2,ftp,7.457039134600497,1.9671432789152066,92,23,400,83549,33494,688,0.40843967100307066,0.49340650388122764,0.26048890541521785,Normal,1
124,58510,175,1021,tcp,FIN,44.279862047129846,1517,157,59,15,7,6,smtp,4.265483949200114,5.750454606010003,35,42,691,74490,31764,965,0.42885307257693983,0.22649589676616644,0.17330352617197997,DoS,0
239,17139,195,886,udp,CON,56.01323640085445,1547,1747,14,174,7,3,ssh,9.659950591480225,6.1546098404738245,31,2,158,6841,62678,534,0.34797382305165203,0.8973333075072825,0.6463730269270904,Normal,1
128,7913,80,442,tcp,FIN,69.7528714519971,1756,1028,146,132,2,3,smtp,5.619054274694469,7.354891866838587,68,66,866,25118,99058,597,0.4390531821901431,0.24566686371829305,0.7142963667040414,Backdoor,0
32,48843,220,643,udp,FIN,56.08816574849938,403,712,168,32,4,0,dns,9.62267624074713,4.491500123147213,73,70,551,38448,65781,403,0.6313657186432586,0.12582581635841983,0.5233916940061066,Backdoor,0
221,12412,161,300,udp,FIN,63.472949552365534,1036,1249,166,173,7,5,http,9.71984823220048,1.6389693163956909,67,61,133,22169,47188,564,0.910412654622492,0.006608251986836566,0.17736640836376683,DoS,0
106,24673,22,98,icmp,CON,11.686674025416421,1563,565,1,115,8,2,smtp,5.605403306519423,5.6370052962169055,68,97,520,24394,49398,236,0.44300661996922075,0.01341194235248655,0.051045591334701546,DoS,0
156,23678,21,258,icmp,INT,43.90792831398751,947,1542,202,140,1,7,ssh,8.338587273896438,2.661138083148674,61,93,846,511,76367,991,0.8767199423187949,0.7773702578472483,0.328115614914678,Fuzzers,0
165,33754,229,752,tcp,CON,70.96143388177056,518,706,198,117,7,9,ssh,8.2302381993571,0.5731546567647505,41,30,592,57228,70312,523,0.12924888287189906,0.08203265785345304,0.7876199558441571,DoS,0
79,31559,70,593,tcp,INT,32.42392562744732,1967,1902,39,139,4,0,ssh,3.015911125208498,5.002950929146199,31,75,134,77705,62599,561,0.14336508054851127,0.6603476353456351,0.0873511785797646,Fuzzers,1
187,13632,119,463,udp,INT,25.737020616229778,640,1264,77,39,6,8,dns,5.314394573236907,5.887936713165494,43,6,852,4479,73714,413,0.36930065087534114,0.011313699237372465,0.3862814423160824,Normal,1
128,16162,194,502,icmp,CON,27.584801998806054,1002,1055,91,159,0,6,ssh,0.14621629723641116,9.677127234410749,58,77,734,47180,65077,939,0.17352208435632188,0.24156509449628139,0.0976497890131589,Normal,1
94,13545,196,816,tcp,FIN,37.91894110172317,548,56,222,7,0,5,http,3.210209485866079,5.917666045189782,20,77,146,56758,50339,141,0.25483243431686786,0.20483605164273844,0.11533506605500021,Analysis,1
76,4606,7,718,icmp,CON,0.3760175767547391,222,1580,43,175,3,7,dns,4.401334587322899,4.341226450017003,74,17,308,34702,79898,745,0.20704689859899872,0.9450066782743375,0.023946834839722264,Analysis,0
190,42985,157,658,tcp,FIN,90.41807381125507,468,753,77,171,7,3,ssh,7.77987214610337,2.1859105444746874,31,64,266,76467,58402,546,0.09007067978970662,0.7590988894599074,0.5646283260110823,Backdoor,0
64,31393,232,523,icmp,CON,20.592075126496034,837,159,90,143,7,7,dns,4.930262539897528,0.4803670678516392,47,65,311,3139,95342,207,0.3544721439080656,0.5839146565619899,0.7041489063062516,Backdoor,0
32,8015,89,22,udp,INT,85.66952515996839,1173,126,153,94,6,5,smtp,7.659888942075032,3.748498427380429,7,1,389,21399,58952,262,0.8230384769811225,0.16991842343896424,0.12833852819968317,Analysis,0
224,22397,138,354,tcp,CON,5.609710797422196,1877,840,171,195,8,3,ftp,2.0489374991708353,2.6653524476536794,2,52,313,78112,64530,588,0.43202994442743226,0.9622515469590633,0.5353531299386386,Backdoor,1
85,44107,68,146,icmp,CON,27.91687271456258,1249,1584,4,97,1,6,dns,7.223286063418627,9.166101665015438,81,27,991,51232,82651,197,0.5594211646876741,0.5371286045220491,0.5827297095382541,DoS,1
163,19420,184,797,udp,CON,54.33548394782524,767,850,17,33,5,7,ssh,8.506722066855106,6.727023263090876,3,84,543,38676,9676,460,0.9502104633854584,0.06896084941234937,0.5205055232871288,Normal,1
182,26873,31,373,udp,FIN,14.445908239256012,1505,763,225,243,3,3,ftp,2.4112519297536728,0.2579353979328436,47,18,416,27059,4570,909,0.9813543281970629,0.22693929114070444,0.9692993058027768,Backdoor,1
213,49003,132,265,icmp,INT,98.72247264160016,1520,711,121,178,4,0,ssh,8.22735602150434,1.5097290269053765,56,14,715,49841,10649,719,0.9836260135059625,0.8977984509346766,0.7382019220388129,Normal,0
159,44328,105,503,udp,INT,56.15271212032603,428,360,206,44,9,3,http,6.075606124263448,6.5258621670398265,26,2,319,55642,48795,920,0.17676934389104149,0.26675230303317277,0.16784680392441986,DoS,0
180,46227,163,501,udp,INT,80.69762734925767,1612,986,210,175,6,5,smtp,4.68048723526116,7.75913020509357,18,3,318,90843,1174,827,0.4603239512402778,0.9081467510574399,0.28854779817939735,DoS,0
213,25649,126,955,udp,CON,27.77152526137324,966,1013,144,204,9,0,http,6.850284583609211,6.676910968618359,85,9,888,16046,24413,666,0.28750923227457614,0.7476646199079217,0.5353727478076566,Analysis,0
240,32246,250,199,tcp,INT,19.00831978559635,1639,644,209,82,9,2,ssh,7.18445443920611,4.452743134855179,95,73,453,22774,81235,712,0.1520222644511332,0.9625444686813047,0.7973532928749973,DoS,0
12,55603,250,845,tcp,FIN,84.7399308099912,1207,754,25,229,3,3,smtp,6.4727955174802885,9.844335656400837,55,3,800,32901,78516,446,0.8146939042226603,0.44511963998513404,0.3158911765474802,Backdoor,0
189,57295,73,236,udp,CON,22.077461528333608,146,1515,164,60,7,2,ftp,6.269321425221728,0.7474100271760376,34,90,379,40555,91470,357,0.8022410412173744,0.5139050311686567,0.018550266289885764,Analysis,0
45,4607,10,824,tcp,INT,38.307858705512686,758,1856,173,188,4,0,ftp,4.090518438492415,0.2950957548399713,72,53,294,96973,78147,779,0.334768668293125,0.9704100466706339,0.3640562947913235,Normal,1
227,55085,126,560,icmp,CON,74.05214086366026,173,1672,172,42,4,2,ftp,7.103621099945853,8.370834221846156,58,54,111,20043,15691,814,0.41316524333167826,0.868284690992086,0.9571129563836338,Normal,0
13,58651,150,561,udp,CON,23.35321612391591,474,1351,206,87,0,0,http,2.3775827790057558,7.6007311484216675,84,77,113,90126,10384,547,0.9552473477996414,0.5222170569799116,0.621910682541869,DoS,0
63,61824,191,727,udp,CON,65.48458995291287,197,237,249,208,5,3,http,1.0218289094088029,2.8865242265651547,45,5,568,50781,15980,490,0.2671779073312185,0.4375470927487747,0.07227350191195592,DoS,0
49,18355,134,113,icmp,CON,95.60464409709915,192,975,221,94,9,6,dns,9.196297065486485,1.9307121272047623,8,15,244,56694,20445,731,0.8588913438265263,0.0627208857390098,0.9776031394364895,Analysis,0
154,33363,149,820,udp,FIN,53.818565150082435,809,1413,1,249,6,7,http,7.795117333968417,8.630332615611053,92,96,237,61567,31733,657,0.63339834436094,0.40928258130658557,0.12584413409146156,Fuzzers,1
2,3768,6,768,icmp,INT,27.024741365528705,585,1938,160,35,9,7,smtp,5.449764634493444,7.0738722057943555,95,27,154,78086,47833,270,0.5549964215118736,0.0817284713816927,0.8049469363352268,Normal,0
5,8104,194,219,icmp,INT,94.00324468990003,1287,1395,117,132,2,3,ssh,7.820025569321006,6.771047590243738,8,64,576,42520,40908,470,0.0985302648400046,0.6304787740005257,0.6343660993760442,Normal,0
129,37305,84,106,tcp,FIN,91.64265441221619,1062,1472,60,12,1,2,dns,0.8222336852666368,4.198029449021786,20,65,798,50118,55142,950,0.6238161516397268,0.9425856887315514,0.1290792794573561,Backdoor,0
247,14317,98,746,tcp,FIN,62.44702788133765,1800,1759,89,145,0,1,dns,4.055080027778224,1.4045005560063828,90,11,650,67468,8172,148,0.9338469105078,0.15841382228673195,0.7130802717537481,Backdoor,1
135,15497,108,111,udp,CON,75.10919584272169,370,421,245,72,3,9,http,1.7688178895359297,8.97474947571743,79,10,670,81823,39196,369,0.8231544681864035,0.6221639745782795,0.7273609957410896,DoS,1
114,20174,19,602,tcp,CON,75.19889081228139,562,1945,250,210,1,6,dns,6.583677545360552,6.07682962610498,32,4,421,57291,29553,566,0.2620471124469307,0.3536298149604413,0.8708801853002567,Backdoor,1
168,30647,126,276,udp,FIN,44.51053087692161,1756,950,140,84,0,4,smtp,7.613553068995529,1.4274039801995475,97,98,203,80507,90217,210,0.3104395713837963,0.5946746572525622,0.5295212974116851,DoS,0
141,10890,97,741,icmp,CON,26.517089407920167,1859,1835,115,189,8,9,smtp,3.902053208607079,8.028800643848875,33,15,283,66597,84314,759,0.7831059193049412,0.7722672540861968,0.08971480652902841,Backdoor,1
98,52782,60,946,icmp,INT,6.6660334607290705,1425,1021,22,46,8,0,smtp,2.3817241506144384,1.9785384832426611,9,96,277,15005,33760,708,0.763209459591141,0.8899208528668832,0.3809583269767828,Analysis,1
150,44120,63,864,icmp,FIN,4.7460028530833975,1964,1704,191,129,6,2,smtp,3.113070577414103,8.801537627697863,56,86,383,72994,1662,685,0.3919288956689322,0.9364696700579087,0.5086574272387065,Backdoor,1
1,52087,9,772,tcp,FIN,5.313858434729513,239,1833,244,201,4,7,ftp,5.658011119992928,0.7117091091775551,56,88,879,42322,5767,628,0.048436056673734185,0.1461373810626424,0.7680131453041356,Analysis,1
63,60765,226,665,icmp,INT,23.90695339507458,1933,822,233,114,0,9,dns,0.4517673898518826,2.1344941961376227,36,26,825,70623,77014,208,0.8885062163253615,0.7962137573555863,0.6540786628639349,Backdoor,1
172,39755,75,96,tcp,INT,11.263181030027747,437,1130,235,141,9,8,ssh,1.143508678242492,9.541146910747093,71,8,792,25879,55080,185,0.6984001278139036,0.917230864200514,0.41875625749156464,DoS,0
87,24357,223,973,udp,FIN,4.761886804955284,1845,718,179,114,9,2,smtp,9.818343485974793,2.5743120404449726,52,75,948,16140,96035,379,0.12684823096107978,0.5018007028437448,0.636786573624799,Backdoor,0
14,64107,213,942,icmp,CON,58.326341499514015,140,1385,64,41,1,6,ssh,1.9853642059350196,1.9740847638973147,6,19,958,18369,85842,570,0.25326503641541376,0.09772405094423287,0.18371105672658816,DoS,0
32,37520,117,82,icmp,INT,33.98505734819347,1828,1050,114,3,6,1,ftp,5.388097893453752,9.421464060581785,9,13,205,23628,45742,499,0.5333487187391037,0.3988485431411083,0.7140313061385287,Backdoor,1
221,30941,206,806,tcp,INT,99.93335211298015,1717,360,6,15,0,6,smtp,8.95506484658355,4.22817606362976,80,59,178,30821,99262,310,0.2905062910410252,0.2281733276557112,0.9476592005896439,Backdoor,1
84,27860,54,127,udp,CON,66.75911917973558,849,1107,182,114,1,3,ftp,8.775165334457007,2.8446877699679707,79,70,695,18845,59572,915,0.05616807486142816,0.28193505515650286,0.932283974672172,Backdoor,0
6,3564,46,626,icmp,INT,93.89861743740641,494,834,51,249,9,5,http,0.23711478447075218,2.6026278661307667,96,32,670,36466,41209,717,0.24260555067436285,0.7189553245554481,0.9514326604438613,Backdoor,1
186,62689,229,270,udp,FIN,6.476061422776958,222,1750,183,158,3,7,ssh,2.419200903810191,6.810553116344053,79,6,774,80405,26551,279,0.4173822992063494,0.6975515762671538,0.9240626420867919,Fuzzers,1
135,53885,165,147,udp,FIN,26.187517116678038,1935,395,141,159,9,4,http,2.1324470808614135,7.001240064604211,11,36,151,45452,29943,790,0.6584340526799591,0.9884438538512054,0.33652623249419455,Analysis,0
115,46148,176,251,udp,INT,78.1275359856071,1861,1012,141,35,6,6,smtp,7.545598038808188,7.336864069379314,94,1,327,3850,21346,989,0.3280814131272488,0.07100878748787998,0.245809801868193,Fuzzers,0
228,15299,235,341,udp,CON,61.82819409609305,1953,921,6,2,8,0,ssh,0.32456585111026337,1.1112562943731141,80,89,214,48748,89575,156,0.6451888360696206,0.7088639946266193,0.5755027428318568,Backdoor,1
80,60903,4,370,udp,INT,36.218221472855426,1651,985,232,141,0,8,dns,0.8406867009305685,9.802402568338605,9,18,886,96912,87478,573,0.6402587395757967,0.7193510045242447,0.16451405655654094,DoS,0
146,12393,44,321,tcp,FIN,84.07315058794893,518,1745,248,69,2,4,http,3.9873300699339898,0.7773434081689012,28,72,699,11456,11015,306,0.10958853921513956,0.18246491840303258,0.25522936627034154,DoS,0
190,16609,245,484,icmp,FIN,50.04627262551513,1557,1433,253,33,2,6,ftp,7.418757939288899,5.296215899258421,63,28,541,8202,64673,406,0.7602577534271063,0.08951632602394843,0.5540516380741233,DoS,1
155,5540,33,662,icmp,FIN,91.64399853269157,1853,1714,43,168,9,8,ssh,8.554681430953165,7.166655445001134,8,90,857,16852,62937,889,0.8921187549677193,0.9176584826910712,0.8923981778431112,Fuzzers,1
53,19615,114,485,tcp,INT,54.732192204272366,1562,1353,42,177,5,6,http,0.87606114286221,0.26852093938199983,10,19,273,32998,40018,256,0.14204448694461347,0.13190560045988353,0.4489286409969858,Analysis,1
174,22177,6,610,tcp,FIN,58.77816952250583,731,335,240,220,1,1,ftp,8.051964874885964,4.465150460287681,14,9,516,46314,11060,814,0.7810230115036281,0.6376710427214165,0.7612262447161279,Backdoor,0
189,52302,83,406,udp,CON,30.97198249234008,1137,248,51,68,8,1,ssh,0.050411645364554225,7.009143579884656,85,57,172,1761,93002,377,0.30321699179236217,0.5231347734052558,0.6647765439081764,Fuzzers,0
32,22064,44,298,udp,INT,7.999402435776037,691,852,192,231,4,0,smtp,8.287873977809985,2.2319758088039143,67,46,754,82604,90040,401,0.9885523963301024,0.5588524784527913,0.6077011624050302,DoS,0
43,62679,65,168,icmp,INT,1.3346283994929542,1352,1877,107,57,0,7,smtp,1.5480473418949459,8.029429429411389,43,11,249,33315,50044,262,0.3184831510452394,0.2549812641956152,0.10884439205904184,Analysis,0
172,20556,207,332,tcp,FIN,28.870032818107283,1821,1907,250,162,3,2,smtp,4.24116225502692,6.282360902552976,96,85,898,36557,54827,719,0.8687582918443455,0.06681531992468626,0.8012187279403746,Analysis,1
31,34864,71,212,icmp,CON,85.02254288024285,137,325,253,66,9,1,dns,1.3022167347179847,3.5640835884126454,68,99,152,41280,58224,606,0.03562452643501868,0.08104873593384698,0.8980441393106017,Backdoor,0
224,39291,207,540,tcp,CON,33.79582385921154,1204,289,18,11,8,7,http,2.0271082732044388,1.652705759082549,60,86,556,17788,90502,572,0.06576638558423309,0.005203496985646705,0.8713349824453032,DoS,0
28,54510,228,677,tcp,CON,83.36815725643119,666,907,24,101,2,0,ftp,7.328653702351503,8.551682934799093,44,23,810,12588,49183,808,0.024357398172884737,0.21971233431945525,0.671328520009393,Analysis,0
248,49506,138,868,icmp,INT,99.1025234796856,1382,349,24,24,7,9,ssh,8.630553461276762,4.866187993416013,46,50,878,31459,74312,413,0.6910135428481243,0.05519024102588388,0.03454683396572267,DoS,0
171,56990,137,315,udp,CON,43.10963369131038,916,136,205,229,9,9,dns,7.25437133931624,9.75643411946793,58,3,342,16565,14330,900,0.9868868815157696,0.21048053245652776,0.44612254169178855,DoS,1
113,61520,85,146,tcp,FIN,43.55584266926399,853,220,241,43,4,2,ssh,0.051734400800810265,6.224980243178969,35,64,968,49096,65417,998,0.6901285443332216,0.535742603434888,0.6157416551647409,DoS,1
69,8601,170,838,icmp,FIN,85.14501473840895,522,841,137,123,7,2,http,1.387940639174694,1.6134197203893186,18,77,272,20179,62933,257,0.034370182984116426,0.3966710175243878,0.13579476766963594,Normal,0
88,7091,205,748,udp,FIN,56.019033337075754,1063,1062,8,83,5,1,smtp,2.0740975227157845,1.191802842716524,67,74,487,99462,90288,236,0.6553054292082815,0.8763598223933127,0.6496018572423616,DoS,1
191,29998,220,337,tcp,FIN,83.2099653367719,1030,761,148,110,8,0,smtp,0.9880611253456895,1.5748117654719729,1,66,402,34838,73857,868,0.8783302569247026,0.30231342983459686,0.8638682026410089,Analysis,0
192,10725,50,1019,icmp,CON,70.2210218121315,1557,1994,54,219,8,9,smtp,1.445013252434586,5.751388490137906,72,66,285,4518,59377,979,0.7287798091946474,0.8478392087401162,0.646170389804314,Normal,0
53,32863,175,664,tcp,INT,37.451836067349454,600,1594,188,200,2,8,smtp,9.906454916677882,3.2254718154343687,39,12,629,2811,73615,115,0.6171944040498863,0.37878375265390285,0.7107218428120082,Fuzzers,1
138,39075,36,772,udp,FIN,64.55445068312481,374,1780,53,226,0,8,ssh,7.526112885049979,0.2927297911265292,47,37,359,10039,79495,552,0.2005931487436704,0.6994717678544244,0.4172432310069004,DoS,1
253,18852,125,372,tcp,FIN,2.7995897246334334,426,1490,152,83,8,2,ftp,6.821524444739641,0.5212076043737612,44,51,553,61264,79217,864,0.9458336134509715,0.09248398047923656,0.7970799621923058,Fuzzers,1
66,7354,23,463,udp,FIN,50.13340748281523,1975,480,134,92,9,5,ssh,6.295171903533588,2.288819501772336,69,7,532,17415,51409,763,0.8483247340381505,0.7484638230736598,0.3696509195634242,Analysis,1
177,63249,140,370,tcp,FIN,8.950233970213917,1154,1859,117,36,1,0,smtp,7.890806741401687,3.6115163617197976,3,83,432,2499,40957,250,0.09117033619876469,0.14260602425744828,0.00735011967955379,Fuzzers,0
44,24942,217,754,tcp,FIN,55.16161910973854,1609,1622,214,79,9,6,ssh,1.1586465539420232,2.6534761815499195,36,70,891,59335,24074,322,0.9955845059687702,0.11449683221940943,0.09910664233824873,DoS,0
212,55153,208,838,tcp,INT,81.21627019889061,1112,1943,172,146,0,9,ssh,9.014723911140878,2.194861646202683,75,17,833,79523,90483,729,0.6621426811234519,0.8998502549254559,0.22874883321668327,Fuzzers,1
44,41314,182,884,icmp,FIN,16.013131920835022,565,94,181,122,1,5,http,7.67135528963017,7.245505406492541,45,6,916,870,72086,732,0.0854685149399862,0.35876973780543286,0.14086940180926266,Fuzzers,0
76,43742,147,353,icmp,INT,39.535351607932434,948,1360,1,105,5,1,smtp,2.577056723970983,4.100287691839284,77,91,403,57181,40067,161,0.8719858491224687,0.9579108203625423,0.4971453581268913,Fuzzers,0
117,51377,159,791,tcp,INT,54.61796917561171,1412,1217,71,73,8,0,smtp,4.455216107274237,4.875661926799673,58,91,202,38108,37759,705,0.5939165208588522,0.2651082785288188,0.7491172316269331,DoS,0
95,18129,26,706,tcp,FIN,20.200498552967417,1614,76,92,241,9,2,smtp,1.1022106585197466,1.028293202168985,24,49,381,75937,48852,500,0.07571343263838981,0.399158390839528,0.47272689754481345,Analysis,0
44,15061,185,32,udp,FIN,3.2929823065096286,65,1750,130,238,1,6,ssh,5.763894659734916,8.528800734622173,84,81,217,78720,45956,410,0.003545651536878913,0.020741588445416403,0.743813631070991,DoS,1
163,65327,174,818,udp,FIN,0.14409455542511163,1459,331,78,137,7,1,http,5.399108751862266,3.498005620496567,32,94,802,24430,97194,776,0.29595648190890356,0.8428411890845666,0.5197624511265329,Fuzzers,1
6,44116,37,152,icmp,INT,25.543739203141534,1512,733,202,106,3,6,dns,7.195229794030455,8.605206323862326,18,57,909,33354,90567,989,0.5250782174503744,0.6567442467748335,0.6471488177443466,Analysis,1
250,19876,161,149,icmp,INT,30.679291018317713,1565,275,235,92,7,1,smtp,9.922869317108653,9.261714843987795,55,13,460,78864,9248,600,0.3091993022580104,0.6534548272674392,0.5970420716325029,Backdoor,0
14,42689,98,127,icmp,INT,46.47381975108142,1602,799,32,224,4,9,smtp,2.263436855753571,4.517698551057997,53,82,901,24435,77386,207,0.9120305159542322,0.2270721593587236,0.6444788781459064,Backdoor,1
85,26419,130,571,tcp,FIN,84.83991706351014,971,873,233,155,1,6,dns,5.705635354336964,8.371842822937712,69,11,971,10006,10834,896,0.7429257340609463,0.8484724176381613,0.13511824287594698,Fuzzers,1
237,56478,207,51,tcp,INT,41.638929539396806,314,1319,51,6,6,5,smtp,1.0549067580271798,3.257980532201464,24,46,206,43019,68305,890,0.9938906399162043,0.021237263340033063,0.39159049821849656,Analysis,1
40,33810,82,526,tcp,FIN,8.34802256153121,1490,1441,134,143,4,2,ssh,5.216361283750782,8.467553994047016,54,17,331,56443,50946,619,0.8770293099320018,0.1844362499618496,0.02448825924037845,DoS,1
19,21264,233,737,udp,CON,32.65162976034625,638,1752,73,65,4,7,ssh,4.314733702772831,5.604143608930071,62,20,944,90520,96756,989,0.3597048660989256,0.6795752905290896,0.32675532562510423,Backdoor,1
189,45560,106,557,icmp,CON,30.600603011028838,216,445,156,233,5,5,smtp,3.486813345077185,9.115039620165891,72,19,697,94085,58629,907,0.8032183504028889,0.7881301547518498,0.1398747655749618,Fuzzers,0
19,49413,131,288,icmp,FIN,56.989452977006636,1311,1103,132,158,2,8,ssh,9.850455193439405,2.6474113358645415,52,7,782,24095,52682,288,0.3709916213216523,0.903554213182263,0.8138819157076019,Fuzzers,0
229,25064,8,355,icmp,CON,64.85865319229565,133,1242,108,102,9,3,dns,5.671409626810059,8.634381904551926,24,57,330,55719,33091,680,0.4914715069662897,0.7351254126543029,0.3477033665710382,Backdoor,1
115,49536,32,744,icmp,FIN,0.0504016433115817,1425,1881,248,204,3,0,ssh,3.9867220988840657,5.742257503821959,18,39,531,60020,382,517,0.3460400698673979,0.5509599215847808,0.33737131851172997,Fuzzers,1
221,16129,72,360,udp,FIN,53.98610845832897,723,1062,243,31,3,2,ftp,2.2045644215379765,9.296725892000477,74,63,793,23027,65686,816,0.5250513412661575,0.10555438715721532,0.8670311789965053,DoS,0
63,16454,249,688,udp,FIN,24.6263657601278,174,1189,248,91,7,2,ftp,5.726989498835085,4.977819386696067,20,54,987,14929,57185,420,0.04273340835417605,0.8571542915391833,0.8018235472317916,Backdoor,0
36,54343,67,710,tcp,FIN,76.15053500151282,1793,184,144,150,8,8,dns,4.738191810475633,0.8897970862947102,30,58,508,54456,30671,375,0.5466937966404435,0.5383670494267048,0.13299126699789487,Fuzzers,1
245,41095,101,545,tcp,INT,33.74455320385286,876,714,213,97,1,3,smtp,4.481578525415941,7.164931874884424,78,65,380,98964,30264,521,0.14536667972350603,0.1614246542548211,0.17383186171176535,Fuzzers,0
194,3290,217,393,icmp,INT,91.5755291439811,191,485,69,111,0,0,dns,9.770142538010996,7.3263563552292235,56,80,351,2665,91182,266,0.3653685738158804,0.8746259437843295,0.7299332395532818,Fuzzers,0
232,44579,82,79,udp,CON,39.735107923822646,980,1693,58,186,4,5,ssh,7.016615188850266,2.834013744651871,16,68,720,2813,55124,619,0.5011135273387568,0.9937165591998122,0.0718661931773259,Analysis,1
82,20755,207,767,icmp,CON,35.0444451434169,617,214,4,23,8,8,ssh,7.903760087418883,0.04426394722260696,58,96,835,40393,94600,586,0.5626335171393703,0.5834554477722873,0.667779134817731,Fuzzers,0
103,18727,31,326,icmp,FIN,13.444258239222995,1377,1638,253,49,7,4,dns,3.25728421348193,4.511061635756034,73,36,148,53435,49524,472,0.24784340078099276,0.5452574322072314,0.21398452651499666,DoS,0
147,28381,34,476,udp,CON,17.48153401711813,1572,1892,65,26,6,8,http,4.968366379165574,6.2165584132835905,94,99,221,64417,97702,553,0.05281831750325616,0.13817195116166447,0.8252720920678399,Analysis,0
114,30170,4,47,tcp,INT,67.4093743160911,725,1305,182,11,0,7,http,8.579961271652369,8.969247812210426,4,20,271,19074,33876,124,0.18722137275118578,0.23493930422247788,0.8051590912568424,Backdoor,0
62,58557,32,765,udp,FIN,57.14959622968222,879,391,81,172,9,4,ftp,6.2629473968116205,0.7594502789417634,4,20,885,84438,88534,343,0.7373491227335144,0.10328882949287965,0.0157519420060398,Analysis,0
96,29136,154,933,icmp,FIN,55.019187318493934,744,309,252,36,5,3,dns,2.6171756298844473,0.22224595314372042,43,10,140,71389,74650,757,0.21808413896267909,0.2544741543170851,0.6844607883259235,Analysis,1
155,20162,24,901,tcp,INT,13.302658323094507,340,805,229,28,7,4,ftp,0.8260812646202043,1.7690946264420437,34,69,323,11602,2445,422,0.36585458540729165,0.6259133932977529,0.04678171483677995,DoS,1
10,50923,156,329,udp,INT,10.585974631032313,465,44,247,186,1,7,dns,9.544482631490368,3.2036433407009968,79,95,331,47826,13960,313,0.529504646819048,0.8629952356853275,0.4529406899812035,Backdoor,0
86,36033,153,109,udp,CON,43.81609492155819,1163,1769,237,91,9,4,dns,3.649693798445398,4.4938283828904915,46,11,231,20976,64063,395,0.12187929016241217,0.2889848302040443,0.7535304816515491,DoS,1
75,1068,60,115,icmp,FIN,95.3325124210924,1822,141,90,183,1,8,ftp,6.296276685274687,1.5962394156921234,50,54,185,17213,46042,409,0.19443809366558584,0.20645189387399876,0.9857318161057501,DoS,0
18,41807,10,401,tcp,FIN,42.04871178550024,1601,1539,164,217,5,7,ftp,3.6550894596079675,4.030871332485665,51,58,876,3778,31663,754,0.5478055754434129,0.03930810695331555,0.26640599542437815,DoS,1
32,33345,42,22,tcp,FIN,90.37824648782146,225,533,9,35,1,9,smtp,1.5714868514495306,5.52882965508458,93,56,798,6880,78941,848,0.24113742084364875,0.8076557886423877,0.3123925493750387,Backdoor,1
126,38092,37,199,udp,INT,96.75599621538174,1475,639,28,33,5,0,ftp,0.5304083334533405,5.729575235362651,99,95,605,58473,80331,622,0.4206034327147177,0.6777306959003724,0.08707536468912414,Normal,1
27,12916,135,633,tcp,CON,11.107625450364623,999,506,160,43,9,2,http,0.8616485601515511,4.3674726318695365,13,1,899,65148,5133,147,0.651070602986656,0.8315207475565338,0.2211932712291247,Analysis,1
88,31883,237,62,udp,CON,92.44535021492662,607,739,123,52,0,6,smtp,6.377498063768864,8.151779218978337,32,28,805,67669,42195,537,0.4076335164156837,0.9050544669942583,0.09713514079198626,Fuzzers,0
143,42752,111,643,tcp,INT,72.14603126953082,320,1250,240,226,3,7,ftp,3.1547413747877604,8.544324983263461,33,19,220,40756,53565,931,0.20152151092984838,0.7260019604595205,0.30918151882276834,DoS,1
222,44693,161,891,udp,INT,9.511756081917477,609,1886,78,168,4,5,ftp,8.656205529122179,0.5229828625095367,3,49,783,20899,35128,255,0.09790505806854966,0.778321880977808,0.6592860725488439,DoS,1
26,44915,78,1018,icmp,CON,72.77973771295919,99,885,11,195,8,6,smtp,5.8718292265640715,3.0366926205819067,34,83,487,82266,96544,728,0.9037873667043028,0.5794499776844113,0.03666474978133727,DoS,1
111,65380,24,995,icmp,FIN,49.326083451939695,930,1070,204,163,0,7,ftp,3.8664200310430417,8.761448934832462,62,4,385,13203,67346,930,0.34248380353838614,0.14550890292679386,0.6993153906526162,Fuzzers,0
